File;Rule;Hit-Type;Misuse;Misuse-Line;Parameter-Value;Parameter-Type;Parameter-Line
/media/ubuntu/DATA/repositories-python/FeatureLabs__featuretools/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/FeatureLabs__featuretools/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/FeatureLabs__featuretools/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/docker__docker-py/requirements_licma_analysis/cryptography-2.3-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/docker__docker-py/requirements_licma_analysis/cryptography-2.3-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;71
/media/ubuntu/DATA/repositories-python/docker__docker-py/requirements_licma_analysis/cryptography-2.3-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;90
/media/ubuntu/DATA/repositories-python/docker__docker-py/requirements_licma_analysis/cryptography-2.3-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;133
/media/ubuntu/DATA/repositories-python/docker__docker-py/requirements_licma_analysis/cryptography-2.3-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;81;UNKNOWN;Types.Unknown;71
/media/ubuntu/DATA/repositories-python/docker__docker-py/requirements_licma_analysis/cryptography-2.3-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;99;UNKNOWN;Types.Unknown;90
/media/ubuntu/DATA/repositories-python/docker__docker-py/requirements_licma_analysis/cryptography-2.3-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/docker__docker-py/requirements_licma_analysis/cryptography-2.3-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;71
/media/ubuntu/DATA/repositories-python/docker__docker-py/requirements_licma_analysis/cryptography-2.3-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;90
/media/ubuntu/DATA/repositories-python/docker__docker-py/requirements_licma_analysis/cryptography-2.3-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;133
/media/ubuntu/DATA/repositories-python/docker__docker-py/requirements_licma_analysis/cryptography-2.3-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;81;UNKNOWN;Types.Unknown;71
/media/ubuntu/DATA/repositories-python/docker__docker-py/requirements_licma_analysis/cryptography-2.3-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;99;UNKNOWN;Types.Unknown;90
/media/ubuntu/DATA/repositories-python/docker__docker-py/requirements_licma_analysis/cryptography-2.3-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/docker__docker-py/requirements_licma_analysis/cryptography-2.3-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;71
/media/ubuntu/DATA/repositories-python/docker__docker-py/requirements_licma_analysis/cryptography-2.3-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;90
/media/ubuntu/DATA/repositories-python/docker__docker-py/requirements_licma_analysis/cryptography-2.3-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;133
/media/ubuntu/DATA/repositories-python/docker__docker-py/requirements_licma_analysis/cryptography-2.3-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_wrap_with_padding.Cipher;81;UNKNOWN;Types.Unknown;71
/media/ubuntu/DATA/repositories-python/docker__docker-py/requirements_licma_analysis/cryptography-2.3-cp34-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_unwrap_with_padding.Cipher;99;UNKNOWN;Types.Unknown;90
/media/ubuntu/DATA/repositories-python/SecureAuthCorp__impacket/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/SecureAuthCorp__impacket/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/SecureAuthCorp__impacket/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/SecureAuthCorp__impacket/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/SecureAuthCorp__impacket/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/SecureAuthCorp__impacket/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/SecureAuthCorp__impacket/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/SecureAuthCorp__impacket/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/SecureAuthCorp__impacket/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/SecureAuthCorp__impacket/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/SecureAuthCorp__impacket/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/SecureAuthCorp__impacket/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/SecureAuthCorp__impacket/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/SecureAuthCorp__impacket/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/SecureAuthCorp__impacket/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/SecureAuthCorp__impacket/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/SecureAuthCorp__impacket/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/SecureAuthCorp__impacket/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/smicallef__spiderfoot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/smicallef__spiderfoot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/smicallef__spiderfoot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/smicallef__spiderfoot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/smicallef__spiderfoot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/smicallef__spiderfoot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/smicallef__spiderfoot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/smicallef__spiderfoot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/smicallef__spiderfoot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/smicallef__spiderfoot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/smicallef__spiderfoot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/smicallef__spiderfoot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/smicallef__spiderfoot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/smicallef__spiderfoot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/smicallef__spiderfoot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/smicallef__spiderfoot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/smicallef__spiderfoot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/smicallef__spiderfoot/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/lbryio__lbry-sdk/lbry/blob/blob_file.py;PyQuery: Rule 1 | M2Crypto;warning;blob_file.encrypt_blob_bytes.Cipher;40;UNKNOWN;Types.Unknown;39
/media/ubuntu/DATA/repositories-python/lbryio__lbry-sdk/lbry/blob/blob_file.py;PyQuery: Rule 3 | M2Crypto;warning;blob_file.encrypt_blob_bytes.Cipher;40;UNKNOWN;Types.Unknown;39
/media/ubuntu/DATA/repositories-python/lbryio__lbry-sdk/lbry/blob/blob_file.py;PyQuery: Rule 1 | cryptography;warning;blob_file.encrypt_blob_bytes.Cipher;40;UNKNOWN;Types.Unknown;39
/media/ubuntu/DATA/repositories-python/lbryio__lbry-sdk/lbry/blob/blob_file.py;PyQuery: Rule 2 | cryptography;warning;blob_file.encrypt_blob_bytes.Cipher;40;UNKNOWN;Types.Unknown;39
/media/ubuntu/DATA/repositories-python/lbryio__lbry-sdk/lbry/blob/blob_file.py;PyQuery: Rule 3 | cryptography;warning;blob_file.encrypt_blob_bytes.Cipher;40;UNKNOWN;Types.Unknown;39
/media/ubuntu/DATA/repositories-python/lbryio__lbry-sdk/lbry/crypto/crypt.py;PyQuery: Rule 1 | M2Crypto;warning;crypt.aes_encrypt.Cipher;20;UNKNOWN;Types.Unknown;14
/media/ubuntu/DATA/repositories-python/lbryio__lbry-sdk/lbry/crypto/crypt.py;PyQuery: Rule 3 | M2Crypto;warning;crypt.aes_encrypt.Cipher;20;UNKNOWN;Types.Unknown;14
/media/ubuntu/DATA/repositories-python/lbryio__lbry-sdk/lbry/crypto/crypt.py;PyQuery: Rule 1 | cryptography;warning;crypt.aes_encrypt.Cipher;20;UNKNOWN;Types.Unknown;14
/media/ubuntu/DATA/repositories-python/lbryio__lbry-sdk/lbry/crypto/crypt.py;PyQuery: Rule 2 | cryptography;warning;crypt.aes_encrypt.Cipher;20;UNKNOWN;Types.Unknown;14
/media/ubuntu/DATA/repositories-python/lbryio__lbry-sdk/lbry/crypto/crypt.py;PyQuery: Rule 3 | cryptography;warning;crypt.aes_encrypt.Cipher;20;UNKNOWN;Types.Unknown;14
/media/ubuntu/DATA/repositories-python/SpiderClub__haipproxy/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/SpiderClub__haipproxy/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/SpiderClub__haipproxy/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/SpiderClub__haipproxy/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/SpiderClub__haipproxy/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/SpiderClub__haipproxy/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/SpiderClub__haipproxy/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/SpiderClub__haipproxy/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/SpiderClub__haipproxy/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/SpiderClub__haipproxy/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/SpiderClub__haipproxy/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/SpiderClub__haipproxy/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/SpiderClub__haipproxy/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/SpiderClub__haipproxy/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/SpiderClub__haipproxy/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/SpiderClub__haipproxy/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/SpiderClub__haipproxy/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/SpiderClub__haipproxy/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 3 | cryptography;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/deepmipt__DeepPavlov/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/deepmipt__DeepPavlov/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/deepmipt__DeepPavlov/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/deepmipt__DeepPavlov/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;135
/media/ubuntu/DATA/repositories-python/deepmipt__DeepPavlov/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_wrap_with_padding.Cipher;84;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/deepmipt__DeepPavlov/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 1 | M2Crypto;warning;keywrap.aes_key_unwrap_with_padding.Cipher;102;UNKNOWN;Types.Unknown;93
/media/ubuntu/DATA/repositories-python/deepmipt__DeepPavlov/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;36
/media/ubuntu/DATA/repositories-python/deepmipt__DeepPavlov/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._wrap_core.Cipher;17;UNKNOWN;Types.Unknown;74
/media/ubuntu/DATA/repositories-python/deepmipt__DeepPavlov/requirements_licma_analysis/cryptography-3.0-cp35-abi3-manylinux1_x86_64/cryptography/hazmat/primitives/keywrap.py;PyQuery: Rule 2 | M2Crypto;warning;keywrap._unwrap_core.Cipher;53;UNKNOWN;Types.Unknown;93
